date,session_key,meeting_key,driver_number,pit_duration,lap_number
2024-07-21T13:13:29.972000+00:00,9566,1241,3,21.0,7.0
2024-07-21T13:13:37.622000+00:00,9566,1241,24,21.9,7.0
2024-07-21T13:15:00.663000+00:00,9566,1241,2,21.7,8.0
2024-07-21T13:23:25.719000+00:00,9566,1241,18,23.2,14.0
2024-07-21T13:25:58.070000+00:00,9566,1241,44,21.3,16.0
2024-07-21T13:26:20.677000+00:00,9566,1241,77,22.1,16.0
2024-07-21T13:27:17.491000+00:00,9566,1241,4,21.8,17.0
2024-07-21T13:28:37.926000+00:00,9566,1241,81,21.6,18.0
2024-07-21T13:33:00.759000+00:00,9566,1241,1,22.1,21.0
2024-07-21T13:33:09.169000+00:00,9566,1241,55,21.6,21.0
2024-07-21T13:35:53.032000+00:00,9566,1241,16,21.8,23.0
2024-07-21T13:43:25.912000+00:00,9566,1241,11,21.3,28.0
2024-07-21T13:43:38.770000+00:00,9566,1241,10,21.4,28.0
2024-07-21T13:43:45.142000+00:00,9566,1241,3,21.3,28.0
2024-07-21T13:44:49.927000+00:00,9566,1241,22,21.4,29.0
2024-07-21T13:45:08.414000+00:00,9566,1241,27,22.4,29.0
2024-07-21T13:45:10.742000+00:00,9566,1241,23,23.4,29.0
2024-07-21T13:46:39.865000+00:00,9566,1241,31,21.4,30.0
2024-07-21T13:50:31.708000+00:00,9566,1241,63,21.3,33.0
2024-07-21T13:50:56.807000+00:00,9566,1241,2,21.3,33.0
2024-07-21T13:52:20.306000+00:00,9566,1241,20,22.5,34.0
2024-07-21T13:55:25.996000+00:00,9566,1241,24,22.1,36.0
2024-07-21T13:56:19.367000+00:00,9566,1241,14,21.8,37.0
2024-07-21T13:59:50.770000+00:00,9566,1241,44,21.9,40.0
2024-07-21T13:59:51.867000+00:00,9566,1241,16,21.7,40.0
2024-07-21T14:06:40.704000+00:00,9566,1241,4,21.2,45.0
2024-07-21T14:07:40.324000+00:00,9566,1241,18,22.2,45.0
2024-07-21T14:07:58.265000+00:00,9566,1241,77,21.9,45.0
2024-07-21T14:09:27.380000+00:00,9566,1241,81,21.8,47.0
2024-07-21T14:09:45.943000+00:00,9566,1241,55,21.4,47.0
2024-07-21T14:10:07.588000+00:00,9566,1241,11,21.0,47.0
2024-07-21T14:12:24.668000+00:00,9566,1241,1,21.3,49.0
2024-07-21T14:18:26.955000+00:00,9566,1241,63,21.3,53.0
2024-07-21T14:33:45.149000+00:00,9566,1241,2,21.9,63.0
2024-07-21T14:35:08.797000+00:00,9566,1241,31,21.3,64.0
2024-07-28T13:17:24.624000+00:00,9574,1242,27,23.5,7.0
2024-07-28T13:19:10.060000+00:00,9574,1242,23,23.6,8.0
2024-07-28T13:19:12.907000+00:00,9574,1242,3,22.6,8.0
2024-07-28T13:19:19.028000+00:00,9574,1242,2,23.3,8.0
2024-07-28T13:21:03.384000+00:00,9574,1242,10,22.9,9.0
2024-07-28T13:22:42.566000+00:00,9574,1242,63,22.6,10.0
2024-07-28T13:22:45.409000+00:00,9574,1242,1,23.2,10.0
2024-07-28T13:24:25.722000+00:00,9574,1242,44,23.1,11.0
2024-07-28T13:24:30.065000+00:00,9574,1242,11,22.6,11.0
2024-07-28T13:24:31.174000+00:00,9574,1242,81,22.6,11.0
2024-07-28T13:24:45.955000+00:00,9574,1242,77,23.1,11.0
2024-07-28T13:26:17.756000+00:00,9574,1242,16,22.9,12.0
2024-07-28T13:26:35.403000+00:00,9574,1242,31,23.3,12.0
2024-07-28T13:26:38.729000+00:00,9574,1242,18,23.0,12.0
2024-07-28T13:28:22.402000+00:00,9574,1242,14,23.0,13.0
2024-07-28T13:31:52.973000+00:00,9574,1242,4,22.6,15.0
2024-07-28T13:32:19.721000+00:00,9574,1242,22,23.4,15.0
2024-07-28T13:35:57.049000+00:00,9574,1242,20,23.6,17.0
2024-07-28T13:40:57.194000+00:00,9574,1242,55,23.0,20.0
2024-07-28T13:41:36.270000+00:00,9574,1242,27,23.2,20.0
2024-07-28T13:42:57.879000+00:00,9574,1242,11,22.6,21.0
2024-07-28T13:43:18.205000+00:00,9574,1242,3,22.3,21.0
2024-07-28T13:46:57.912000+00:00,9574,1242,23,23.1,23.0
2024-07-28T13:49:10.623000+00:00,9574,1242,2,23.6,24.0
2024-07-28T13:50:03.231000+00:00,9574,1242,16,23.3,25.0
2024-07-28T13:51:47.753000+00:00,9574,1242,44,22.7,26.0
2024-07-28T13:55:34.221000+00:00,9574,1242,1,22.9,28.0
2024-07-28T13:55:40.948000+00:00,9574,1242,55,23.0,28.0
2024-07-28T13:56:09.349000+00:00,9574,1242,10,22.8,28.0
2024-07-28T13:57:22.371000+00:00,9574,1242,4,22.6,29.0
2024-07-28T13:59:03.646000+00:00,9574,1242,81,24.1,30.0
2024-07-28T13:59:38.848000+00:00,9574,1242,31,23.5,30.0
2024-07-28T14:08:54.722000+00:00,9574,1242,77,22.9,35.0
2024-07-28T14:21:03.852000+00:00,9574,1242,11,22.6,42.0
2024-08-25T13:19:18.319000+00:00,9582,1243,23,21.2,12.0
2024-08-25T13:21:48.477000+00:00,9582,1243,27,21.6,14.0
2024-08-25T13:21:48.821000+00:00,9582,1243,22,21.2,14.0
2024-08-25T13:23:11.905000+00:00,9582,1243,77,21.0,15.0
2024-08-25T13:27:15.008000+00:00,9582,1243,24,21.2,18.0
2024-08-25T13:32:23.447000+00:00,9582,1243,2,22.0,22.0
2024-08-25T13:33:18.033000+00:00,9582,1243,44,21.1,23.0
2024-08-25T13:34:18.648000+00:00,9582,1243,16,20.8,24.0
2024-08-25T13:35:34.224000+00:00,9582,1243,63,21.8,25.0
2024-08-25T13:38:00.708000+00:00,9582,1243,1,20.7,27.0
2024-08-25T13:39:10.796000+00:00,9582,1243,4,21.5,28.0
2024-08-25T13:40:46.942000+00:00,9582,1243,11,22.9,29.0
2024-08-25T13:41:13.508000+00:00,9582,1243,3,20.9,29.0
2024-08-25T13:42:03.037000+00:00,9582,1243,55,20.8,30.0
2024-08-25T13:42:27.754000+00:00,9582,1243,18,21.3,30.0
2024-08-25T13:42:38.935000+00:00,9582,1243,31,21.0,30.0
2024-08-25T13:43:41.426000+00:00,9582,1243,14,21.3,31.0
2024-08-25T13:44:54.767000+00:00,9582,1243,10,22.6,32.0
2024-08-25T13:45:12.246000+00:00,9582,1243,22,20.8,32.0
2024-08-25T13:45:43.994000+00:00,9582,1243,81,20.9,33.0
2024-08-25T13:55:32.659000+00:00,9582,1243,20,21.4,40.0
2024-08-25T13:59:34.144000+00:00,9582,1243,77,21.2,43.0
2024-08-25T14:05:02.172000+00:00,9582,1243,44,21.0,48.0
2024-08-25T14:10:20.051000+00:00,9582,1243,24,22.0,51.0
2024-08-25T14:12:24.747000+00:00,9582,1243,63,21.1,54.0
2024-08-25T14:13:22.343000+00:00,9582,1243,23,21.0,54.0
2024-09-01T13:11:37.491000+00:00,9590,1244,27,38.8,5.0
2024-09-01T13:18:33.172000+00:00,9590,1244,10,24.3,10.0
2024-09-01T13:19:55.341000+00:00,9590,1244,63,32.6,11.0
2024-09-01T13:20:02.519000+00:00,9590,1244,3,30.3,11.0
2024-09-01T13:21:19.343000+00:00,9590,1244,14,24.8,12.0
2024-09-01T13:23:51.408000+00:00,9590,1244,4,24.1,14.0
2024-09-01T13:24:14.191000+00:00,9590,1244,20,25.6,14.0
2024-09-01T13:25:17.176000+00:00,9590,1244,16,24.5,15.0
2024-09-01T13:25:23.746000+00:00,9590,1244,44,24.4,15.0
2024-09-01T13:25:55.958000+00:00,9590,1244,24,27.1,15.0
2024-09-01T13:26:37.919000+00:00,9590,1244,81,23.7,16.0
2024-09-01T13:27:16.390000+00:00,9590,1244,43,25.1,16.0
2024-09-01T13:28:30.112000+00:00,9590,1244,23,24.8,17.0
2024-09-01T13:31:02.505000+00:00,9590,1244,55,24.3,19.0
2024-09-01T13:31:32.794000+00:00,9590,1244,18,24.9,19.0
2024-09-01T13:35:25.550000+00:00,9590,1244,1,28.1,22.0
2024-09-01T13:36:51.246000+00:00,9590,1244,11,24.7,23.0
2024-09-01T13:47:30.599000+00:00,9590,1244,10,24.2,30.0
2024-09-01T13:48:44.910000+00:00,9590,1244,31,24.1,31.0
2024-09-01T13:49:24.643000+00:00,9590,1244,4,24.8,32.0
2024-09-01T13:50:42.556000+00:00,9590,1244,27,36.5,32.0
2024-09-01T13:51:18.271000+00:00,9590,1244,63,26.2,33.0
2024-09-01T13:51:49.466000+00:00,9590,1244,77,24.4,33.0
2024-09-01T13:54:02.598000+00:00,9590,1244,11,24.0,35.0
2024-09-01T13:54:20.055000+00:00,9590,1244,14,24.5,35.0
2024-09-01T13:56:01.044000+00:00,9590,1244,18,24.2,36.0
2024-09-01T13:56:35.902000+00:00,9590,1244,44,24.1,37.0
2024-09-01T13:57:41.127000+00:00,9590,1244,81,24.6,38.0
2024-09-01T14:02:19.148000+00:00,9590,1244,1,24.1,41.0
2024-09-01T14:16:07.298000+00:00,9590,1244,18,25.2,50.0
2024-09-15T11:06:42.160000+00:00,9598,1245,18,21.1,1.0
2024-09-15T11:23:01.011000+00:00,9598,1245,43,20.5,10.0
2024-09-15T11:24:48.471000+00:00,9598,1245,14,20.0,11.0
2024-09-15T11:25:22.131000+00:00,9598,1245,77,20.0,11.0
2024-09-15T11:26:32.458000+00:00,9598,1245,1,21.1,12.0
2024-09-15T11:26:35.450000+00:00,9598,1245,63,19.9,12.0
2024-09-15T11:26:55.973000+00:00,9598,1245,44,21.2,12.0
2024-09-15T11:27:15.657000+00:00,9598,1245,22,20.9,12.0
2024-09-15T11:28:13.148000+00:00,9598,1245,11,20.6,13.0
2024-09-15T11:30:31.510000+00:00,9598,1245,50,21.2,14.0
2024-09-15T11:31:49.530000+00:00,9598,1245,81,20.1,15.0
2024-09-15T11:32:19.677000+00:00,9598,1245,27,21.6,15.0
2024-09-15T11:33:34.615000+00:00,9598,1245,16,20.6,16.0
2024-09-15T11:35:33.370000+00:00,9598,1245,55,21.4,17.0
2024-09-15T11:45:38.278000+00:00,9598,1245,18,20.2,22.0
2024-09-15T12:01:15.716000+00:00,9598,1245,23,20.2,31.0
2024-09-15T12:07:33.526000+00:00,9598,1245,24,20.5,34.0
2024-09-15T12:12:01.387000+00:00,9598,1245,4,19.7,37.0
2024-09-15T12:33:34.735000+00:00,9598,1245,1,20.7,49.0
2024-09-15T12:34:35.128000+00:00,9598,1245,3,21.9,49.0
2024-09-15T12:35:03.839000+00:00,9598,1245,31,20.6,49.0
2024-09-15T12:36:40.927000+00:00,9598,1245,10,20.2,50.0
2024-09-22T12:21:17.341000+00:00,9606,1246,3,30.3,10.0
2024-09-22T12:22:52.705000+00:00,9606,1246,23,29.1,11.0
2024-09-22T12:26:07.271000+00:00,9606,1246,55,29.3,13.0
2024-09-22T12:32:24.811000+00:00,9606,1246,44,29.2,17.0
2024-09-22T12:45:51.540000+00:00,9606,1246,14,29.2,25.0
2024-09-22T12:48:02.117000+00:00,9606,1246,18,29.8,26.0
2024-09-22T12:48:51.363000+00:00,9606,1246,63,28.7,27.0
2024-09-22T12:50:55.951000+00:00,9606,1246,11,28.9,28.0
2024-09-22T12:51:17.715000+00:00,9606,1246,20,29.7,28.0
2024-09-22T12:51:58.937000+00:00,9606,1246,1,29.6,29.0
2024-09-22T12:52:30.694000+00:00,9606,1246,27,29.8,29.0
2024-09-22T12:52:32.748000+00:00,9606,1246,43,29.7,29.0
2024-09-22T12:52:52.879000+00:00,9606,1246,31,29.6,29.0
2024-09-22T12:53:14.632000+00:00,9606,1246,4,29.0,30.0
2024-09-22T12:59:24.565000+00:00,9606,1246,22,29.6,33.0
2024-09-22T12:59:53.659000+00:00,9606,1246,77,30.4,33.0
2024-09-22T13:01:31.680000+00:00,9606,1246,24,29.3,34.0
2024-09-22T13:03:59.209000+00:00,9606,1246,16,29.0,36.0
2024-09-22T13:06:36.761000+00:00,9606,1246,10,31.5,37.0
2024-09-22T13:06:52.128000+00:00,9606,1246,81,29.1,38.0
2024-09-22T13:21:28.626000+00:00,9606,1246,3,29.0,46.0
2024-09-22T13:27:24.320000+00:00,9606,1246,20,31.2,49.0
2024-09-22T13:41:28.946000+00:00,9606,1246,3,29.6,58.0
2024-10-20T19:10:15.423000+00:00,9617,1247,23,34.9,3.0
2024-10-20T19:28:47.759000+00:00,9617,1247,24,24.4,13.0
2024-10-20T19:32:04.604000+00:00,9617,1247,77,24.4,15.0
2024-10-20T19:35:15.366000+00:00,9617,1247,20,23.9,17.0
2024-10-20T19:36:58.450000+00:00,9617,1247,10,28.2,18.0
2024-10-20T19:37:00.531000+00:00,9617,1247,22,24.1,18.0
2024-10-20T19:41:37.892000+00:00,9617,1247,55,23.9,21.0
2024-10-20T19:48:17.296000+00:00,9617,1247,1,24.2,25.0
2024-10-20T19:49:45.215000+00:00,9617,1247,16,23.8,26.0
2024-10-20T19:50:21.610000+00:00,9617,1247,11,23.5,26.0
2024-10-20T19:50:40.041000+00:00,9617,1247,14,24.2,26.0
2024-10-20T19:52:06.021000+00:00,9617,1247,27,24.5,27.0
2024-10-20T19:52:32.990000+00:00,9617,1247,18,26.3,27.0
2024-10-20T19:58:17.192000+00:00,9617,1247,4,23.7,31.0
2024-10-20T19:59:12.033000+00:00,9617,1247,31,24.1,31.0
2024-10-20T20:00:02.922000+00:00,9617,1247,81,24.1,32.0
2024-10-20T20:02:42.744000+00:00,9617,1247,23,24.3,33.0
2024-10-20T20:06:24.964000+00:00,9617,1247,24,24.8,35.0
2024-10-20T20:07:16.829000+00:00,9617,1247,30,23.8,36.0
2024-10-20T20:10:43.383000+00:00,9617,1247,20,24.0,38.0
2024-10-20T20:12:21.060000+00:00,9617,1247,43,23.9,39.0
2024-10-20T20:13:46.532000+00:00,9617,1247,63,29.3,40.0
2024-10-20T20:32:58.842000+00:00,9617,1247,31,26.1,51.0
2024-10-27T20:36:23.336000+00:00,9625,1248,11,27.7,20.0
2024-10-27T20:44:27.853000+00:00,9625,1248,1,43.7,26.0
2024-10-27T20:44:40.117000+00:00,9625,1248,18,22.5,26.0
2024-10-27T20:47:06.135000+00:00,9625,1248,44,22.5,28.0
2024-10-27T20:47:19.832000+00:00,9625,1248,10,23.2,28.0
2024-10-27T20:48:39.546000+00:00,9625,1248,27,23.0,29.0
2024-10-27T20:49:37.650000+00:00,9625,1248,4,22.1,30.0
2024-10-27T20:50:00.714000+00:00,9625,1248,20,23.3,30.0
2024-10-27T20:50:53.944000+00:00,9625,1248,16,22.8,31.0
2024-10-27T20:51:07.569000+00:00,9625,1248,63,22.4,31.0
2024-10-27T20:52:06.323000+00:00,9625,1248,55,22.2,32.0
2024-10-27T21:02:31.923000+00:00,9625,1248,81,21.8,39.0
2024-10-27T21:02:38.313000+00:00,9625,1248,30,22.5,39.0
2024-10-27T21:08:33.292000+00:00,9625,1248,24,22.9,43.0
2024-10-27T21:08:36.612000+00:00,9625,1248,11,22.1,43.0
2024-10-27T21:13:46.967000+00:00,9625,1248,43,23.8,47.0
2024-10-27T21:15:22.916000+00:00,9625,1248,31,23.2,48.0
2024-10-27T21:16:39.185000+00:00,9625,1248,77,22.5,49.0
2024-10-27T21:38:46.077000+00:00,9625,1248,30,30.2,65.0
2024-10-27T21:42:27.842000+00:00,9625,1248,16,22.6,69.0
2024-10-27T21:43:03.974000+00:00,9625,1248,11,21.9,68.0
2024-11-03T16:24:31.631000+00:00,9636,1249,16,24.5,24.0
2024-11-03T16:26:10.413000+00:00,9636,1249,27,25.3,25.0
2024-11-03T16:27:49.196000+00:00,9636,1249,43,25.2,26.0
2024-11-03T16:29:04.218000+00:00,9636,1249,81,26.0,27.0
2024-11-03T16:29:06.838000+00:00,9636,1249,14,25.1,27.0
2024-11-03T16:29:21.075000+00:00,9636,1249,44,25.2,27.0
2024-11-03T16:29:28.104000+00:00,9636,1249,55,25.9,27.0
2024-11-03T16:29:29.277000+00:00,9636,1249,50,35.7,27.0
2024-11-03T16:29:31.909000+00:00,9636,1249,11,26.6,27.0
2024-11-03T16:29:58.131000+00:00,9636,1249,24,25.2,27.0
2024-11-03T16:30:26.235000+00:00,9636,1249,63,25.6,28.0
2024-11-03T16:30:26.835000+00:00,9636,1249,4,24.7,28.0
2024-11-03T16:30:42.947000+00:00,9636,1249,22,25.4,28.0
2024-11-03T16:31:04.276000+00:00,9636,1249,30,28.1,28.0
2024-11-03T16:32:05.918000+00:00,9636,1249,24,27.0,28.0
2024-11-03T16:32:21.001000+00:00,9636,1249,27,58.9,27.0
2024-11-03T16:35:28.479000+00:00,9636,1249,43,25.2,30.0
2024-11-03T16:36:46.859000+00:00,9636,1249,27,28.5,29.0
2024-11-03T17:00:06.199000+00:00,9636,1249,24,1283.1,31.0
2024-11-03T17:02:07.040000+00:00,9636,1249,31,1408.6,32.0
2024-11-03T17:02:09.788000+00:00,9636,1249,1,1409.3,32.0
2024-11-03T17:02:13.315000+00:00,9636,1249,10,1407.5,32.0
2024-11-03T17:02:22.123000+00:00,9636,1249,4,1415.3,32.0
2024-11-03T17:02:27.963000+00:00,9636,1249,63,1415.8,32.0
2024-11-03T17:02:32.857000+00:00,9636,1249,22,1419.0,32.0
2024-11-03T17:02:36.466000+00:00,9636,1249,16,1420.2,32.0
2024-11-03T17:02:39.343000+00:00,9636,1249,81,1420.2,32.0
2024-11-03T17:02:44.066000+00:00,9636,1249,14,1422.8,32.0
2024-11-03T17:02:46.841000+00:00,9636,1249,30,1422.7,32.0
2024-11-03T17:02:51.473000+00:00,9636,1249,44,1425.7,32.0
2024-11-03T17:02:53.242000+00:00,9636,1249,77,1422.0,32.0
2024-11-03T17:02:57.164000+00:00,9636,1249,55,1424.6,32.0
2024-11-03T17:02:59.628000+00:00,9636,1249,11,1425.2,32.0
2024-11-03T17:03:01.408000+00:00,9636,1249,50,1424.7,32.0
2024-11-03T17:03:04.663000+00:00,9636,1249,24,68.5,32.0
2024-11-24T06:10:57.558000+00:00,9644,1250,14,21.4,4.0
2024-11-24T06:19:06.103000+00:00,9644,1250,16,21.3,9.0
2024-11-24T06:19:07.454000+00:00,9644,1250,4,21.1,9.0
2024-11-24T06:19:18.738000+00:00,9644,1250,23,22.0,9.0
2024-11-24T06:19:32.958000+00:00,9644,1250,18,34.8,9.0
2024-11-24T06:20:42.682000+00:00,9644,1250,55,21.0,10.0
2024-11-24T06:20:51.180000+00:00,9644,1250,22,21.1,10.0
2024-11-24T06:20:51.632000+00:00,9644,1250,10,22.1,10.0
2024-11-24T06:20:58.443000+00:00,9644,1250,81,27.7,10.0
2024-11-24T06:22:21.252000+00:00,9644,1250,1,20.6,11.0
2024-11-24T06:22:29.432000+00:00,9644,1250,31,15.7,11.0
2024-11-24T06:22:38.005000+00:00,9644,1250,24,22.9,11.0
2024-11-24T06:22:39.235000+00:00,9644,1250,30,21.0,11.0
2024-11-24T06:23:51.460000+00:00,9644,1250,63,21.0,12.0
2024-11-24T06:24:29.702000+00:00,9644,1250,31,21.1,12.0
2024-11-24T06:25:45.795000+00:00,9644,1250,44,21.0,13.0
2024-11-24T06:27:37.671000+00:00,9644,1250,27,21.5,14.0
2024-11-24T06:31:11.804000+00:00,9644,1250,43,21.1,16.0
2024-11-24T06:32:42.344000+00:00,9644,1250,11,21.2,17.0
2024-11-24T06:32:53.883000+00:00,9644,1250,20,21.9,17.0
2024-11-24T06:32:56.630000+00:00,9644,1250,77,21.6,17.0
2024-11-24T06:44:31.415000+00:00,9644,1250,14,21.4,24.0
2024-11-24T06:45:59.641000+00:00,9644,1250,81,21.0,25.0
2024-11-24T06:47:56.658000+00:00,9644,1250,43,21.2,26.0
2024-11-24T06:48:53.278000+00:00,9644,1250,1,22.2,27.0
2024-11-24T06:48:56.296000+00:00,9644,1250,44,21.3,27.0
2024-11-24T06:50:36.165000+00:00,9644,1250,55,20.8,28.0
2024-11-24T06:51:18.045000+00:00,9644,1250,18,21.5,28.0
2024-11-24T06:52:35.716000+00:00,9644,1250,22,21.2,29.0
2024-11-24T06:54:01.935000+00:00,9644,1250,4,20.6,30.0
2024-11-24T06:55:28.138000+00:00,9644,1250,16,21.5,31.0
2024-11-24T06:56:48.229000+00:00,9644,1250,63,20.9,32.0
2024-11-24T06:57:40.712000+00:00,9644,1250,11,21.0,32.0
2024-11-24T06:59:11.824000+00:00,9644,1250,27,21.7,33.0
2024-11-24T07:01:07.357000+00:00,9644,1250,24,21.7,34.0
2024-11-24T07:03:11.850000+00:00,9644,1250,77,22.8,35.0
2024-11-24T07:07:50.118000+00:00,9644,1250,30,20.6,38.0
2024-11-24T07:19:22.107000+00:00,9644,1250,31,21.8,45.0
2024-11-24T07:23:20.710000+00:00,9644,1250,4,21.0,48.0
2024-11-30T14:18:50.932000+00:00,9654,1251,24,28.4,10.0
2024-11-30T14:24:37.561000+00:00,9654,1251,11,38.2,14.0
2024-12-01T16:06:15.984000+00:00,9655,1251,18,29.7,1.0
2024-12-01T16:06:47.675000+00:00,9655,1251,27,32.9,1.0
2024-12-01T16:18:02.013000+00:00,9655,1251,18,41.6,7.0
2024-12-01T16:40:26.258000+00:00,9655,1251,63,32.3,23.0
2024-12-01T16:42:26.285000+00:00,9655,1251,77,29.0,24.0
2024-12-01T16:46:33.321000+00:00,9655,1251,20,28.5,27.0
2024-12-01T16:52:37.389000+00:00,9655,1251,27,28.3,31.0
2024-12-01T16:55:56.582000+00:00,9655,1251,81,27.8,34.0
2024-12-01T16:56:29.491000+00:00,9655,1251,55,36.1,34.0
2024-12-01T16:57:12.609000+00:00,9655,1251,1,28.3,35.0
2024-12-01T16:57:15.033000+00:00,9655,1251,44,37.9,34.0
2024-12-01T16:57:16.206000+00:00,9655,1251,4,28.0,35.0
2024-12-01T16:57:32.593000+00:00,9655,1251,16,28.4,35.0
2024-12-01T16:57:58.652000+00:00,9655,1251,11,28.0,35.0
2024-12-01T16:58:20.107000+00:00,9655,1251,10,28.7,35.0
2024-12-01T16:58:28.223000+00:00,9655,1251,63,27.8,35.0
2024-12-01T16:58:30.387000+00:00,9655,1251,14,28.6,35.0
2024-12-01T16:58:33.627000+00:00,9655,1251,24,29.0,35.0
2024-12-01T16:58:53.413000+00:00,9655,1251,22,29.0,35.0
2024-12-01T16:58:55.760000+00:00,9655,1251,23,29.1,35.0
2024-12-01T16:59:14.267000+00:00,9655,1251,30,45.0,35.0
2024-12-01T16:59:57.391000+00:00,9655,1251,1,23.8,36.0
2024-12-01T16:59:58.493000+00:00,9655,1251,44,23.4,35.0
2024-12-01T17:00:03.433000+00:00,9655,1251,4,25.5,36.0
2024-12-01T17:00:05.354000+00:00,9655,1251,77,28.9,35.0
2024-12-01T17:00:06.458000+00:00,9655,1251,16,25.6,36.0
2024-12-01T17:00:07.448000+00:00,9655,1251,81,22.8,36.0
2024-12-01T17:00:16.876000+00:00,9655,1251,11,22.7,36.0
2024-12-01T17:00:36.113000+00:00,9655,1251,10,22.7,36.0
2024-12-01T17:00:45.252000+00:00,9655,1251,63,22.7,36.0
2024-12-01T17:00:47.867000+00:00,9655,1251,55,22.7,36.0
2024-12-01T17:00:53.207000+00:00,9655,1251,24,23.2,36.0
2024-12-01T17:00:56.594000+00:00,9655,1251,14,28.5,36.0
2024-12-01T17:00:56.690000+00:00,9655,1251,20,22.6,36.0
2024-12-01T17:01:10.357000+00:00,9655,1251,22,22.7,36.0
2024-12-01T17:01:11.986000+00:00,9655,1251,23,22.7,36.0
2024-12-01T17:01:14.642000+00:00,9655,1251,27,23.8,36.0
2024-12-01T17:01:31.396000+00:00,9655,1251,30,22.7,36.0
2024-12-01T17:02:44.854000+00:00,9655,1251,1,22.7,37.0
2024-12-01T17:02:50.788000+00:00,9655,1251,44,26.8,36.0
2024-12-01T17:02:53.341000+00:00,9655,1251,4,28.7,37.0
2024-12-01T17:02:54.439000+00:00,9655,1251,77,28.1,36.0
2024-12-01T17:02:56.722000+00:00,9655,1251,16,28.9,37.0
2024-12-01T17:02:58.699000+00:00,9655,1251,81,29.3,37.0
2024-12-01T17:03:00.768000+00:00,9655,1251,11,29.4,37.0
2024-12-01T17:03:04.251000+00:00,9655,1251,10,30.4,37.0
2024-12-01T17:03:08.929000+00:00,9655,1251,63,34.0,37.0
2024-12-01T17:03:10.610000+00:00,9655,1251,55,34.3,37.0
2024-12-01T17:03:12.770000+00:00,9655,1251,24,34.8,37.0
2024-12-01T17:03:15.314000+00:00,9655,1251,14,32.8,37.0
2024-12-01T17:03:16.452000+00:00,9655,1251,20,33.3,37.0
2024-12-01T17:03:21.452000+00:00,9655,1251,22,35.8,37.0
2024-12-01T17:03:23.176000+00:00,9655,1251,23,36.5,37.0
2024-12-01T17:03:26.493000+00:00,9655,1251,27,37.6,37.0
2024-12-01T17:03:31.230000+00:00,9655,1251,30,26.7,37.0
2024-12-01T17:09:51.725000+00:00,9655,1251,22,29.2,40.0
2024-12-01T17:09:59.735000+00:00,9655,1251,30,34.6,40.0
2024-12-01T17:18:36.422000+00:00,9655,1251,4,36.0,45.0
2024-12-01T17:21:28.004000+00:00,9655,1251,44,22.7,47.0
2024-12-01T17:33:23.771000+00:00,9655,1251,23,39.6,55.0
2024-12-01T17:37:58.773000+00:00,9655,1251,31,,
2024-12-01T17:37:58.782000+00:00,9655,1251,43,,
2024-12-08T13:09:54.559000+00:00,9662,1252,43,24.9,3.0
2024-12-08T13:10:50.662000+00:00,9662,1252,81,23.5,4.0
2024-12-08T13:14:05.121000+00:00,9662,1252,77,41.1,6.0
2024-12-08T13:21:14.591000+00:00,9662,1252,18,23.2,11.0
2024-12-08T13:22:46.769000+00:00,9662,1252,20,26.3,12.0
2024-12-08T13:22:49.616000+00:00,9662,1252,24,23.0,12.0
2024-12-08T13:22:50.053000+00:00,9662,1252,23,22.0,12.0
2024-12-08T13:24:07.798000+00:00,9662,1252,27,21.5,13.0
2024-12-08T13:24:13.722000+00:00,9662,1252,14,23.3,13.0
2024-12-08T13:25:33.875000+00:00,9662,1252,10,22.0,14.0
2024-12-08T13:34:35.126000+00:00,9662,1252,16,21.8,20.0
2024-12-08T13:38:02.507000+00:00,9662,1252,22,21.8,22.0
2024-12-08T13:38:04.908000+00:00,9662,1252,61,22.0,22.0
2024-12-08T13:39:28.498000+00:00,9662,1252,30,23.4,23.0
2024-12-08T13:41:24.066000+00:00,9662,1252,30,22.5,24.0
2024-12-08T13:41:44.806000+00:00,9662,1252,55,21.2,25.0
2024-12-08T13:43:10.977000+00:00,9662,1252,4,21.2,26.0
2024-12-08T13:43:33.898000+00:00,9662,1252,63,21.6,26.0
2024-12-08T13:48:20.009000+00:00,9662,1252,1,32.6,29.0
2024-12-08T13:48:41.051000+00:00,9662,1252,20,21.6,29.0
2024-12-08T13:49:25.507000+00:00,9662,1252,30,32.3,29.0
2024-12-08T13:50:44.134000+00:00,9662,1252,20,22.8,30.0
2024-12-08T13:53:10.989000+00:00,9662,1252,18,22.0,32.0
2024-12-08T13:53:15.464000+00:00,9662,1252,81,32.7,32.0
2024-12-08T13:55:40.057000+00:00,9662,1252,44,21.6,34.0
2024-12-08T14:00:33.594000+00:00,9662,1252,14,22.4,37.0
2024-12-08T14:03:51.327000+00:00,9662,1252,24,28.7,39.0
2024-12-08T14:28:28.639000+00:00,9662,1252,20,22.0,55.0
